Codigo,Descricao,Categoria,Quantidade,Local,Sublocal,Tecido,Cristais,Eletricista
024-0013,FLOREIRA EM METAL FLORES ROSA (PEQUENA),FLOREIRAS,11,Armazem 500,Armazem 500,0,0,1
024-0014,FLOREIRA EM METAL FLORES ROSA (MÉDIA),FLOREIRAS,11,Loja,Area da Entrada,0,0,0
024-0015,FLOREIRA PORCELANA OVAL FLORES (PEQUENA),FLOREIRAS,2,Loja,Area do Galpao,0,0,0
024-0016,FLOREIRA TRONCO DE ÁRVORE,FLOREIRAS,1,Armazem 500,Armazem 500,0,0,0
024-0017,FLOREIRA EM PORCELANA BRANCA,FLOREIRAS,2,Loja,Area da Entrada,0,0,0
024-0018,BICICLETA DE FERRO,FLOREIRAS,3,Galpao,Setor 2,0,0,0
024-0019,FLOREIRA DECORATIVA FLOR COM 02 PEÇAS E 03 PÉS BRANCA,FLOREIRAS,12,Loja,Area da Entrada,0,0,0
025-0001,FRUTEIRA MARIZA PRADO EM PÉROLAS E PRATA 70 CM,FRUTEIRAS,1,Loja,Area do Galpao,0,0,0
025-0002,FRUTEIRA ALTA MARISA PRADO DOURADA,FRUTEIRAS,2,Armazem 500,Armazem 500,0,0,0
025-0003,FRUTEIRA ANTIGA DE CRISTAL BASE DE BRONZE,FRUTEIRAS,1,Loja,Area do Galpao,0,0,0
025-0004,FRUTEIRA ANTIGA DE CRISTAL FLORIDA BASE FOSCA,FRUTEIRAS,1,Loja,Area do Galpao,0,0,0
025-0005,FRUTEIRA ANTIGA DOURADA,FRUTEIRAS,1,Loja,Area da Entrada,0,0,0
025-0006,FRUTEIRA ANTIGA EM CRISTAL PÉ DE PRATA,FRUTEIRAS,1,Loja,Area do Galpao,0,0,0
025-0007,FRUTEIRA DE CRISTAL ANTIGO,FRUTEIRAS,1,Loja,Area da Entrada,0,0,0
025-0008,FRUTEIRA DE CRISTAL BASE CORAÇÃO,FRUTEIRAS,2,Loja,Area do Galpao,0,0,0
025-0009,FRUTEIRA DE CRISTAL ONDULADA,FRUTEIRAS,2,Loja,Area da Entrada,0,0,0
025-0010,FRUTEIRA EM REZINA BRANCA E DOURADA ALTA,FRUTEIRAS,4,Galpao,Setor 1,0,0,0
025-0011,FRUTEIRA EM REZINA BRANCA E DOURADA BAIXA,FRUTEIRAS,4,Loja,Area do Galpao,0,0,0
025-0012,FRUTEIRA EM REZINA BRANCA E PRATA ALTA,FRUTEIRAS,6,Armazem 500,Armazem 500,0,0,0
025-0013,FRUTEIRA EM REZINA BRANCA E PRATA BAIXA,FRUTEIRAS,4,Loja,Area do Galpao,0,0,0
025-0014,FRUTEIRA FOLHAS STRAUSS DOURADA,FRUTEIRAS,12,Galpao,Setor 3,1,0,0
025-0015,FRUTEIRA MARISA PRADO OVAL,FRUTEIRAS,1,Loja,Sala Alberto Serruya,0,0,0
025-0016,FRUTEIRA MARISA PRADO REDONDA BAIXA,FRUTEIRAS,1,Galpao,Setor 4,0,0,1
025-0017,FRUTEIRA OVAL EM PORCELANA. TRABALHADA COM FLORES,FRUTEIRAS,1,Armazem 500,Armazem 500,0,0,0
025-0018,FRUTEIRA PORCELANA CACHEPOT,FRUTEIRAS,1,Galpao,Setor 3,0,0,0
025-0019,FRUTEIRA EM PORCELANA TRABALHADA MEIA LUA,FRUTEIRAS,1,Galpao,Setor 1,0,0,0
025-0020,FRUTEIRA EM PORCELANA TRABALHADA ROSAS REDONDA (MÉDIA),FRUTEIRAS,6,Loja,Sala Alberto Serruya,0,0,0
025-0021,FRUTEIRA EM PORCELANA TRABALHADA ROSAS RED BAIXA,FRUTEIRAS,2,Loja,Area do Galpao,0,0,0
025-0022,FRUTEIRA PRATA PRATO CRISTAL MOT. FLORES,FRUTEIRAS,2,Galpao,Setor 3,1,0,0
025-0023,FRUTEIRA PRATA PRATO CRISTAL MOT. LAPIDADO,FRUTEIRAS,2,Galpao,Setor 3,0,0,0
025-0024,FRUTEIRA RETANGULAR EM PORCELANA FLORES,FRUTEIRAS,1,Loja,Area do Galpao,1,0,0
025-0025,FRUTEIRA VAZADA EM CRISTAL,FRUTEIRAS,1,Loja,Area da Entrada,0,0,0
025-0026,FRUTEIRA 02 NÍVEIS TIPO CARRINHO REDONDA,FRUTEIRAS,2,Maison Blue,Maison Blue,0,0,0
025-0027,FRUTEIRA FOLHA STRAUSS PRATA,FRUTEIRAS,8,Galpao,Setor 2,0,0,0
025-0028,FRUTEIRA FOLHA STRAUSS DOURADA,FRUTEIRAS,12,Loja,Area do Galpao,0,0,0
025-0029,FRUTEIRA EM PORCELANA COR VERDE REDONDA,FRUTEIRAS,1,Galpao,Setor 3,0,0,0
025-0030,FRUTEIRA REDONDA EM PRATA COM CRISTAIS NA BORDA,FRUTEIRAS,8,Loja,Area do Galpao,0,0,0
025-0031,FRUTEIRA DA LINHA OURO REDONDA COM STRAUSS,FRUTEIRAS,4,Armazem 500,Armazem 500,0,0,0
026-0001,GAIOLA DE ARAME BRANCA,GAIOLAS,5,Loja,Area do Galpao,0,0,0
026-0002,GAIOLA DE FERRO TRABALHADA BRANCA (GRANDE),GAIOLAS,6,Armazem 500,Armazem 500,0,1,0
026-0003,GAIOLA DE FERRO TRABALHADA BRANCA (PEQUENA),GAIOLAS,6,Galpao,Setor 2,0,0,0
026-0004,GAIOLA DE MESA BRANCA,GAIOLAS,9,Loja,Area do Galpao,0,0,0
026-0005,GAIOLA EM MADEIRA TIPO CASA BRANCA,GAIOLAS,5,Galpao,Setor 1,0,0,0
026-0006,GAIOLA VINTAGE BRANCA (GIGANTE),GAIOLAS,1,Loja,Area da Entrada,1,0,0
026-0007,GAIOLA VINTAGE BRANCA (GRANDE),GAIOLAS,1,Loja,Area do Galpao,0,0,0
026-0008,GAIOLA DECORATIVA EM FERRO BRANCO,GAIOLAS,8,Galpao,Setor 4,0,0,0
026-0009,GAIOLA ARAMADA COM 03 NA COR BRANCA QUADRADA,GAIOLAS,2,Maison Blue,Maison Blue,0,0,0
026-0010,GAIOLA ARAMADA COM 03 NA COR BRANCA REDONDA,GAIOLAS,3,Loja,Area do Galpao,0,0,0
026-0011,URNA AUDREY SANTORINI (GRANDE),GAIOLAS,6,Galpao,Setor 3,0,0,0
026-0012,URNA AUDREY SANTORINI (PEQUENO),GAIOLAS,6,Loja,Area do Galpao,0,0,0
026-0013,URNA ESTILO CASA DE VIDRO COM FERRO,GAIOLAS,6,Maison Blue,Maison Blue,0,0,0
026-0014,URNA GOLD CINZA (GRANDE),GAIOLAS,6,Maison Blue,Maison Blue,0,0,0
026-0015,URNA GOLD CINZA (MÉDIA),GAIOLAS,6,Galpao,Setor 2,0,0,0
026-0016,URNA GOLD CINZA (PEQUENA),GAIOLAS,6,Galpao,Setor 2,0,0,0
027-0001,TOALHA AZUL MARINHO 3 x 3 METROS,TOALHAS,NA,Loja,Sala Alberto Serruya,0,0,0
027-0002,TOALHA AZUL PETRÓLEO 3 x 3 METROS,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0003,TOALHA CAFÉ COM LEITE LISTRADA 3 x 3 METROS,TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0004,TOALHA CAFÉ COM LEITE ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Galpao,Setor 2,0,0,0
027-0005,TOALHA CAFÉ COM LEITE BROCADO DIFERENTE 3 x 3 METROS,TOALHAS,NA,Armazem 500,Armazem 500,0,0,1
027-0006,TOALHA MARROM ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Armazem 500,Armazem 500,0,0,0
027-0007,TOALHA MARROM DE ARABESCOS 3 x 3 METROS,TOALHAS,NA,Galpao,Setor 1,0,0,0
027-0008,TOALHA ROSA COM SALMÃO ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0009,TOALHA ROSA BEBÊ ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0010,TOALHA ROSA BEBÊ LISTRADA 3 x 3 METROS,TOALHAS,NA,Galpao,Setor 1,0,0,0
027-0011,TOALHA ROSA BEBÊ BOLINHA 3 x 3 METROS,TOALHAS,NA,Armazem 500,Armazem 500,0,0,0
027-0012,TOALHA ROSA CHICLETE LISTRADA 3 x 3 METROS,TOALHAS,NA,Loja,Area do Galpao,1,0,0
027-0013,TOALHA ROSA COM MARROM EM ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0014,TOALHA ROSA PINK COM GOIABA EM ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Galpao,Setor 2,0,0,0
027-0015,TOALHA ROSA PINK COM GOIABA LISTRADA 3 x 3 METROS,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0016,TOALHA VERDE FEND EM ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Galpao,Setor 4,1,0,0
027-0017,TOALHA VERDE FEND LISTRADA 3 x 3 METROS,TOALHAS,NA,Loja,Area do Galpao,1,0,0
027-0018,TOALHA VERDE DE ARABESCOS 3 x 3 METROS,TOALHAS,NA,Galpao,Setor 3,0,0,0
027-0019,TOALHA VERDE DE BOLINHAS 3 x 3 METROS,TOALHAS,NA,Armazem 500,Armazem 500,1,0,0
027-0020,TOALHA VERDE DE PISTACHE ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Galpao,Setor 3,0,0,0
027-0021,TOALHA VERDE LIMÃO ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0022,TOALHA VERDE LIMÃO LISTRADA 3 x 3 METROS,TOALHAS,NA,Galpao,Setor 2,0,0,1
027-0023,TOALHA VERDE ALTO RELEVO ANTIGO 3 x 3 METROS,TOALHAS,NA,Armazem 500,Armazem 500,0,0,0
027-0024,TOALHA ROSA COM MARROM LISTRADA 3 x 3 METROS,TOALHAS,NA,Galpao,Setor 2,0,0,0
027-0025,TOALHA ABACADA EM ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Armazem 500,Armazem 500,0,1,0
027-0026,TOALHA BEGE ESVERDEADAEM ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Armazem 500,Armazem 500,1,0,0
027-0027,TOALHA BEGE EM ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Galpao,Setor 4,0,0,0
027-0028,TOALHA BEGE DE ARABESCOS 3 x 3 METROS,TOALHAS,NA,Loja,Area do Galpao,1,0,0
027-0029,TOALHA MOSTRADA EM ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0030,TOALHA DOURADA CLARA EM ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0031,TOALHA DOURADA COM MARROM EM ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0032,TOALHA AMARELA CLARA EM ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0033,TOALHA OFF WHITE ALTO RELEVO ANTIGO 3 x 3 METROS,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0034,TOALHA PRETA LISTRADA 3 x 3 METROS,TOALHAS,NA,Armazem 500,Armazem 500,0,0,0
027-0035,TOALHA PRETA EM ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Armazem 500,Armazem 500,0,0,0
027-0036,TOALHA PRETA COM CINZA EM ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0037,TOALHA PRETA COM CINZA LISTRADA 3 x 3 METROS,TOALHAS,NA,Galpao,Setor 2,0,0,0
027-0038,TOALHA PRETA COM CINZA UVA EM ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0039,TOALHA PRETA COM CINZA UVA LISTRADA 3 x 3 METROS,TOALHAS,NA,Maison Blue,Maison Blue,0,0,0
027-0040,TOALHA VINHO EM ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Maison Blue,Maison Blue,0,0,0
027-0041,TOALHA VINHO LISTRADA 3 x 3 METROS,TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0042,TOALHA UVA COM LILÁS LISTRADA 3 x 3 METROS,TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0043,TOALHA VERMELHA EM ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0044,TOALHA AMARELONA EM ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0045,TOALHA LARANJA EM ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0046,TOALHA UVA EM ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0047,TOALHA GRAFITE  EM ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Galpao,Setor 3,0,0,0
027-0048,TOALHA GRAFITE LISTRADA 3 x 3 METROS,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0049,TOALHA MARFIM EM ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0050,TOALHA BEGE COM DOURADO LISTA LARGA 3 x 3 METROS,TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0051,TOALHA BEGE COM DOURADO LISTA ESTREITA 3 x 3 METROS,TOALHAS,NA,Armazem 500,Armazem 500,0,0,0
027-0052,TOALHA BRONZE LISTRADINHA 3 x 3 METROS,TOALHAS,NA,Loja,Area da Entrada,0,1,0
027-0053,TOALHA TELHA ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0054,TOALHA FERRUGEM ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Maison Blue,Maison Blue,1,0,0
027-0055,TOALHA OURO VELHO AMASSADA 3 x 3 METROS,TOALHAS,NA,Galpao,Setor 2,0,1,0
027-0056,TOALHA AZUL PETRÓLEO AMASSADINHA 3 x 3 METROS,TOALHAS,NA,Galpao,Setor 3,0,0,0
027-0057,TOALHA AZUL MARINHO AMASSADINHA 3 x 3 METROS,TOALHAS,NA,Maison Blue,Maison Blue,1,0,0
027-0058,TOALHA VINHO AMASSADINHA 3 x 3 METROS,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0059,TOALHA PRETA AMASSADINHA 3 x 3 METROS,TOALHAS,NA,Loja,Sala Alberto Serruya,1,0,0
027-0060,TOALHA ROSA ACESO AMASSADA 3 x 3 METROS,TOALHAS,NA,Galpao,Setor 2,0,0,0
027-0061,TOALHA AZUL TIFFANY AMASSADO 3 x 3 METROS,TOALHAS,NA,Galpao,Setor 2,0,0,0
027-0062,TOALHA LILÁS AMASSADO 3 x 3 METROS,TOALHAS,NA,Loja,Area do Galpao,0,1,0
027-0063,TOALHA CINZA AMASSADO 3 x 3 METROS,TOALHAS,NA,Galpao,Setor 2,0,0,0
027-0064,TOALHA GRAFITE AMASSADO 3 x 3 METROS,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0065,TOALHA ROXA AMASSADO 3 x 3 METROS,TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0066,TOALHA COM MARROM E DOURADO LISTRADA 3 x 3 METROS,TOALHAS,NA,Loja,Area da Entrada,0,0,1
027-0067,TOALHA VERDE ESCURO AMASSADA 3 x 3 METROS,TOALHAS,NA,Armazem 500,Armazem 500,0,0,0
027-0068,TOALHA VERDE ÁGUA 3 x 3 METROS,TOALHAS,NA,Armazem 500,Armazem 500,0,0,0
027-0069,TOALHA BEGE AMASSADA 3 x 3 METROS,TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0070,TOALHA ROSA BEBÊ EM CETIM  3 x 3 METROS,TOALHAS,NA,Galpao,Setor 1,0,0,0
027-0071,TOALHA ROSA PINK EM CETIM 3 x 3 METROS,TOALHAS,NA,Loja,Sala Alberto Serruya,0,0,0
027-0072,TOALHA AZUL TURQUESA EM CETIM 3 x 3 METROS,TOALHAS,NA,Loja,Sala Alberto Serruya,0,0,0
027-0073,TOALHA GOIABA EM CETIM 3 x 3 METROS,TOALHAS,NA,Armazem 500,Armazem 500,0,0,0
027-0074,TOALHA VERMELHA EM CETIM 3 x 3 METROS,TOALHAS,NA,Galpao,Setor 1,0,0,0
027-0075,TOALHA VINHO EM CETIM 3 x 3 METROS,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0076,TOALHA LILÁS EM CETIM 3 x 3 METROS,TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0077,TOALHA VERDE ESCURO EM CETIM 3 x 3 METROS,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0078,TOALHA VERDE CLARO EM CETIM 3 x 3 METROS,TOALHAS,NA,Galpao,Setor 2,0,0,0
027-0079,TOALHA PRETA EM CETIM 3 x 3 METROS,TOALHAS,NA,Galpao,Setor 3,0,0,0
027-0080,TOALHA CINZA EM CETIM 3 x 3 METROS,TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0081,TOALHA DOURADA EM CETIM 3 x 3 METROS,TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0082,TOALHA MARROM EM CETIM 3 x 3 METROS,TOALHAS,NA,Galpao,Setor 1,0,0,0
027-0083,TOALHA BRANCA EM CETIM 3 x 3 METROS,TOALHAS,NA,Loja,Setor Comercial,0,0,0
027-0084,TOALHA ROSA BEBÊ GROSSA EM ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0085,TOALHA BRANCA E ROSA BEBÊ LISTRADA 3 x 3 METROS,TOALHAS,NA,Galpao,Setor 2,0,0,0
027-0086,TOALHA CINZA EM ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0087,TOALHA VERMELHO COM MARROM EM ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Loja,Area do Galpao,0,0,1
027-0088,TOALHA VERMELHO COM MARROM LISTRADA 3 x 3 METROS,TOALHAS,NA,Galpao,Setor 3,0,0,0
027-0089,"TOALHA ROSA PINK OXFORD 04 LUGARES 1,5 x 1,5 METROS",TOALHAS,NA,Galpao,Setor 2,0,0,0
027-0090,"TOALHA LILÁS OXFORD 04 LUGARES 1,5 x 1,5 METROS",TOALHAS,NA,Loja,Sala Alberto Serruya,0,0,0
027-0091,"TOALHA VERMELHA OXFORD 04 LUGARES 1,5 x 1,5 METROS",TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0092,"TOALHA PRETA OXFORD 04 LUGARES 1,5 x 1,5 METROS",TOALHAS,NA,Galpao,Setor 3,0,0,0
027-0093,"TOALHA CINZA OXFORD 04 LUGARES 1,5 x 1,5 METROS",TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0094,"TOALHA GRAFITE OXFORD 04 LUGARES 1,5 x 1,5 METROS",TOALHAS,NA,Maison Blue,Maison Blue,0,0,0
027-0095,"TOALHA VERDE LIMÃO CLARA OXFORD 04 LUGARES 1,5 x 1,5 METROS",TOALHAS,NA,Galpao,Setor 3,0,0,0
027-0096,"TOALHA VERDE LIMÃO ESCURO OXFORD 04 LUGARES 1,5 x 1,5 METROS",TOALHAS,NA,Galpao,Setor 3,0,0,0
027-0097,"TOALHA LARANJA OXFORD 04 LUGARES 1,5 x 1,5 METROS",TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0098,"TOALHA VINHO BROCADINHO OXFORD 04 LUGARES 1,5 x 1,5 METROS",TOALHAS,NA,Galpao,Setor 2,0,0,0
027-0099,"TOALHA AZUL MARINHO OXFORD 04 LUGARES 1,5 x 1,5 METROS",TOALHAS,NA,Loja,Area do Galpao,0,1,0
027-0100,"TOALHA BRANCA OXFORD 04 LUGARES 1,5 x 1,5 METROS",TOALHAS,NA,Loja,Sala Alberto Serruya,0,0,0
027-0101,"TOALHA VERDE COM BRANCO EM ALTO RELEVO 1,5 x 1,5 METROS",TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0102,"TOALHA BRANCA JAGUAR 1,5 x 1,5 METROS",TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0103,"TOALHA BRANCA DE CETIM COM BORDA DE VOIL 1,5 x 1,5 METROS",TOALHAS,NA,Galpao,Setor 3,0,0,0
027-0104,"TOALHA DOURADA DE CETIM COM BORDA DE VOIL 1,5 x 1,5 METROS",TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0105,"TOALHA ROSA DE CETIM COM BORDA DE VOIL 1,5 x 1,5 METROS",TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0106,"TOALHA LILÁS DE CETIM COM BORDA DE VOIL 1,5 x 1,5 METROS",TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0107,"TOALHA AZUL ESTAMPADA COM BORDA DE VOIL 1,5 x 1,5 METROS",TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0108,"TOALHA VINHO ESTAMPADA COM BORDA DE VOIL 1,5 x 1,5 METROS",TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0109,"TOALHA PRETA ESTAMPADA COM BORDA DE VOIL 1,5 x 1,5 METROS",TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0110,"TOALHA CAFÉ COM LEITE COM BORDA DE RENDA 1,5 x 1,5 METROS",TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0111,"TOALHA MARROM COM BORDA DE RENDA 1,5 x 1,5 METROS",TOALHAS,NA,Galpao,Setor 3,0,0,0
027-0112,"TOALHA VINHO COM BORDA DE RENDA 1,5 x 1,5 METROS",TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0113,"TOALHA PRETA QUADRICULADA 1,5 x 1,5 METROS",TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0114,"TOALHA LILÁS QUADRICULADA 1,5 x 1,5 METROS",TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0115,"TOALHA AMARELA QUADRICULADA 1,5 x 1,5 METROS",TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0116,"TOALHA VERDE QUADRICULADA 1,5 x 1,5 METROS",TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0117,"TOALHA AZUL QUADRICULADA 1,5 x 1,5 METROS",TOALHAS,NA,Galpao,Setor 2,0,0,0
027-0118,"TOALHA LARANJA QUADRICULADA 1,5 x 1,5 METROS",TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0119,"TOALHA PRETA DE CETIM 1,5 x 1,5 METROS",TOALHAS,NA,Galpao,Setor 2,0,0,0
027-0120,"TOALHA BEGE DE CETIM 1,5 x 1,5 METROS",TOALHAS,NA,Armazem 500,Armazem 500,0,0,1
027-0121,"TOALHA PRETA DE TACTEL 1,5 x 1,5 METROS",TOALHAS,NA,Armazem 500,Armazem 500,0,0,0
027-0122,"TOALHA BEGE DE TACTEL 1,5 x 1,5 METROS",TOALHAS,NA,Galpao,Setor 3,0,0,0
027-0123,"TOALHA ROSA REDONDA DE VOIL 1,5 x 1,5 METROS",TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0124,"TOALHA CINZA DE CETIM 1,5 x 2,5 METROS",TOALHAS,NA,Armazem 500,Armazem 500,0,0,0
027-0125,"TOALHA DOURADA DE CETIM 1,5 x 2,5 METROS",TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0126,"TOALHA AMARELO OURO DE CETIM 1,5 x 2,5 METROS",TOALHAS,NA,Galpao,Setor 2,0,0,0
027-0127,"TOALHA BEGE DE CETIM 1,5 x 2,5 METROS",TOALHAS,NA,Armazem 500,Armazem 500,0,0,0
027-0128,"TOALHA VERMELHA DE CETIM 1,5 x 2,5 METROS",TOALHAS,NA,Loja,Sala Alberto Serruya,0,0,0
027-0129,"TOALHA JAGUAR DE CETIM 1,5 x 2,5 METROS",TOALHAS,NA,Maison Blue,Maison Blue,0,0,0
027-0130,"TOALHA BRANCA DE CETIM 1,5 x 2,5 METROS",TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0131,"TOALHA VERMELHA EM ALTO RELEVO 1,5 x 2,5 METROS",TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0132,"TOALHA VERMELHA AMASSADA 1,5 x 2,5 METROS",TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0133,"TOALHA ROXA OXFORD 1,5 x 2,5 METROS",TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0134,"TOALHA VERDE OPACO OXFORD 1,5 x 2,5 METROS",TOALHAS,NA,Galpao,Setor 2,0,0,0
027-0135,"TOALHA PRETA COM BOLINHAS BRANCAS OXFORD 1,5 x 2,5 METROS",TOALHAS,NA,Galpao,Setor 3,0,0,0
027-0136,"TOALHA BRANCA COM BOLINHAS PRETAS OXFORD 1,5 x 2,5 METROS",TOALHAS,NA,Galpao,Setor 4,0,0,0
027-0137,"TOALHA PRETA COM BOLINHAS BRANCAS GOMADA 1,5 x 2,5 METROS",TOALHAS,NA,Galpao,Setor 3,0,0,0
027-0138,"TOALHA ROSA PINK COM BOLINHAS BRANCAS GOMADA 1,5 x 2,5 METROS",TOALHAS,NA,Galpao,Setor 3,0,0,0
027-0139,"TOALHA LISTRADA VERDE 1,5 x 2,5 METROS",TOALHAS,NA,Galpao,Setor 1,0,0,0
027-0140,"TOALHA LISTRADA MARROM 1,5 x 2,5 METROS",TOALHAS,NA,Loja,Area do Galpao,0,0,1
027-0141,"TOALHA BRANCA DE ESTRELINHAS VERDES 1,5 x 2,5 METROS",TOALHAS,NA,Galpao,Setor 3,0,0,0
027-0142,"TOALHA PRETA OXFORD 1,5 x 2,5 METROS",TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0143,"TOALHA MARROM AMASSADINHO 1,5 x 2,5 METROS",TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0144,"TOALHA VERDE ESCURA ALTO RELEVO REDONDA 1,5 x 1,5 METROS",TOALHAS,NA,Armazem 500,Armazem 500,0,0,0
027-0145,"TOALHA AZUL REDONDA ALTO RELEVO 1,5 x 1,5 METROS",TOALHAS,NA,Galpao,Setor 3,0,0,1
027-0146,"TOALHA AZUL LISTA ESTREITA REDONDA 1,5 x 1,5 METROS",TOALHAS,NA,Galpao,Setor 2,0,0,0
027-0147,"TOALHA AZUL LISTA LARGA REDONDA 1,5 x 1,5 METROS",TOALHAS,NA,Loja,Sala Alberto Serruya,0,0,0
027-0148,"TOALHA BEGE REDONDA ALTO RELEVO 1,5 x 1,5 METROS",TOALHAS,NA,Armazem 500,Armazem 500,0,0,0
027-0149,"TOALHA VCAFÉ COM LEITE REDONDA ALTO RELEVO 1,5 x 1,5 METROS",TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0150,"TOALHA BEGE DE CETIM REDONDA 1,5 x 1,5 METROS",TOALHAS,NA,Galpao,Setor 4,0,0,0
027-0151,"TOALHA BEGE DE CETIM QUADRADA 3,0 x 3,5 METROS",TOALHAS,NA,Maison Blue,Maison Blue,0,0,0
027-0152,"TOALHA BORDEAUX OXFORD 3,0 x 3,5 METROS",TOALHAS,NA,Galpao,Setor 2,0,0,0
027-0153,"TOALHA LILÁS OXFORD 3,0 x 3,5 METROS",TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0154,"TOALHA JAPONESA PRETA E BRANCA 1,5 x 2,5 METROS",TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0155,"TOALHA QUADRADA DE ONCINHA 1,5 x 1,5 METROS",TOALHAS,NA,Maison Blue,Maison Blue,0,0,0
027-0156,"TOALHA RETANGULAR JAPONESA VERMELHA 1,5 x 2,5 METROS",TOALHAS,NA,Galpao,Setor 2,0,0,0
